3.697965509869474005e-03,1.642495764499313790e-03,3.226878688226898946e-05,6.764773363913407350e-06,1.166117702063488226e-03,1.931121949729876013e-04,1.485370152209389370e-03,5.345706918412683126e-03,1.097902375854785005e-03,6.347650182884578829e-03
1.990759779120147670e-03,1.711018551052711622e-03,4.712474878135106647e-04,1.595942039705102380e-06,6.441710315174721405e-04,6.051111277717241099e-05,1.731070075430692643e-03,1.645528569609721204e-03,1.331204070859913534e-03,1.095109000791247636e-03
1.142803209605456000e-03,1.758670758405740057e-03,1.165863921325131693e-03,7.962283377639903885e-06,1.868438327545796356e-04,8.450285085388676198e-05,1.958962292282577337e-03,8.729460092347997606e-04,1.544361602488879487e-03,1.724596935201531782e-03
4.752066165472103136e-03,1.783869110874553238e-03,1.793791919964575748e-03,1.195139147365086724e-05,4.560070858259098283e-04,2.391205775854441545e-04,2.164650818782261777e-03,1.466294760620025445e-04,1.730981378609911794e-03,8.156952412209801315e-03
7.213151618770128996e-03,1.785483553325105171e-03,2.013614394308578786e-03,1.324514907915514455e-05,2.852597285183164745e-04,4.002661930751666734e-04,2.344041080986960460e-03,2.989741407546308086e-03,1.885207554417602177e-03,5.339206544011419232e-03
8.666867833076789818e-03,1.762855784652707630e-03,2.113614612080395687e-03,1.159989191879440616e-05,2.366470317095513388e-04,5.646682006870398438e-04,2.493444903978065189e-03,8.110437184896320331e-03,2.001869814422057876e-03,9.250525876168242886e-03
9.767991024755321230e-03,1.715822020223918771e-03,2.454265206121840695e-03,6.854156613251083868e-06,3.772526627477840741e-04,7.289357848522552349e-04,2.610229766758894593e-03,1.234227815929517247e-02,2.076615442040403384e-03,2.477413883294022484e-02
9.620623818825540380e-03,1.644732901486638255e-03,2.523189321324619157e-03,1.065750471978037219e-06,4.631978803405610188e-04,8.896384344318189648e-04,2.692880296172074205e-03,1.377838401923760746e-02,2.106022115448987105e-03,3.091674795321906755e-02
7.584030693333127307e-03,1.550429099339861293e-03,2.410439585824405810e-03,1.214252154425180469e-05,4.543610902766415994e-04,1.043386944081012247e-03,2.739834718074351302e-03,1.378760787966499396e-02,2.087688676105789280e-03,2.880585364831460618e-02
5.458590771319599480e-03,1.434186197285284084e-03,4.131962980450909137e-03,2.626704874852188627e-05,4.619751789074257064e-04,1.186913806839098515e-03,2.749491549944890149e-03,1.433627962678645125e-02,2.020302136821841479e-03,2.660172317144390147e-02
5.104104367444474953e-03,1.297718143992466393e-03,7.571932842357321884e-03,4.324008954433762879e-05,5.051787598073660115e-04,1.317151015354851851e-03,2.722805654131552761e-03,1.447854447845446993e-02,1.903679040990686241e-03,2.888778376285021376e-02
5.388281267152055659e-03,1.143213848234913860e-03,6.492232089255208817e-03,6.277636116542792410e-05,5.312448771882113344e-04,1.431303342489956189e-03,2.663392276791934962e-03,1.182779413787193347e-02,1.738778840565377570e-03,3.272880276425618740e-02
4.373123015761809854e-03,9.732176412854024556e-04,4.885637375185226602e-03,8.451096411140869786e-05,5.298496879347818281e-04,1.526915273481296853e-03,2.571974288822562963e-03,6.374643743240818866e-03,1.527689173991676362e-03,3.237781372342939806e-02
3.171757002968609608e-03,7.904058173507938099e-04,2.192922130285249530e-02,1.080079720111746719e-04,5.250767822092232548e-04,1.601929909154250781e-03,2.445942021040272817e-03,6.454643979376372678e-04,1.273585933215510765e-03,2.610761575977704058e-02
4.425384424813478754e-03,5.976683808200907236e-04,3.361281600851658696e-02,1.327709667719815254e-04,5.218287428117838762e-04,1.654738349476784750e-03,2.291067101154296674e-03,3.442377223249150874e-03,9.806684212669432819e-04,1.735051097841518869e-02
8.029920760622781192e-03,3.983993319293138605e-04,3.531098060085959001e-02,1.582552452533719410e-04,5.089193119305827472e-04,1.684218294570094141e-03,2.122557734592090458e-03,6.054570575125894395e-03,6.540654809892776020e-04,9.370366832575959329e-03
1.155499215458648254e-02,1.961238912850530377e-04,3.020630068431758714e-02,1.838813781981215526e-04,4.842028385898820343e-04,1.689760860718643280e-03,1.939826837398268529e-03,7.915929724847319687e-03,2.997159147530013053e-04,1.787101954107741305e-03
1.371461886664758142e-02,6.348565908321628657e-06,2.098153900389670978e-02,2.090497650435278200e-04,4.534266117388219166e-04,1.671284895684010778e-03,1.723290075331583137e-03,9.325194240314676336e-03,7.576191297661688236e-05,5.548844835521211938e-03
1.456738264606577751e-02,2.063741884203426961e-04,8.366542319684873441e-03,2.331558005359820674e-04,4.184370308005169953e-04,1.629238383766912429e-03,1.487839560872533662e-03,1.077452678421995588e-02,4.652101874884098610e-04,8.396840552768831609e-03
1.373401893737244590e-02,3.998757607734256501e-04,4.437101194356257369e-03,2.556052515430406861e-04,3.775540205380139409e-04,1.564586849103246236e-03,1.290722302656776600e-03,1.223320786096705401e-02,8.611038291237202002e-04,2.820709626377157844e-03
1.086766058397416364e-02,5.826960589111655027e-04,1.284520853816344121e-02,2.758294355953954248e-04,3.310737733509906472e-04,1.478788987807562721e-03,1.117155281978950273e-03,1.203246404712105845e-02,1.255746888489227362e-03,7.043702334322471392e-03
6.845524092422605560e-03,7.542575219667279089e-04,1.557920034975894714e-02,2.932997967097715182e-04,2.811315908124368992e-04,1.373760077828757890e-03,8.599852150850829501e-04,9.110120122020304648e-03,1.641433267868304879e-03,1.220939264541212946e-02
3.073404925640188263e-03,9.149620266049135432e-04,1.514410280385559450e-02,3.075414888683103507e-04,2.290903755604055457e-04,1.251824021845470217e-03,5.630321155845477779e-04,5.633354219688854053e-03,2.010574234969696259e-03,1.046786259164841915e-02
2.764658920401009013e-04,1.058481956698636550e-03,1.531813231812914969e-02,3.181456027990039472e-04,1.755364940944377083e-04,1.115655165536179067e-03,4.733940281066839465e-04,4.486954229136776856e-03,2.355907391836932225e-03,8.273511757170939548e-03
1.507342052196713154e-03,1.177262589629769155e-03,1.848651285136045097e-02,3.247797067757414772e-04,1.214637310031256925e-04,9.682112938824843917e-04,5.266417816470789865e-04,4.784179228091655321e-03,2.670771332592923424e-03,1.026614398476171156e-02
2.385568341396054892e-03,1.279251660730965513e-03,2.184730339649609485e-02,3.271964161340551415e-04,6.824934455782919818e-05,8.126594351938570522e-04,1.627524059309052933e-04,2.672645573909029210e-03,2.949187340814068189e-03,1.468553512998927585e-02
2.624649602910702866e-03,1.376676626618522983e-03,1.762089302930325632e-02,3.252397579393775549e-04,1.705852056680312243e-05,6.522962904552811548e-04,7.388774542797331684e-04,3.123156788571949689e-03,3.185762147989478713e-03,2.064657005426261821e-02
2.958741478534044830e-03,1.450082438491407137e-03,2.596595924029258644e-03,3.188491553987779482e-04,3.119184885812659170e-05,4.904652495082027688e-04,1.306719401732787467e-03,9.025025292734042623e-03,3.375952376772425965e-03,3.083489549230064575e-02
4.107946145878472836e-03,1.471385089378566798e-03,1.462042516899275668e-02,3.080609196506201171e-04,7.559318599675832521e-05,3.304720516546981002e-04,9.015463780365209553e-04,1.135766561898829928e-02,3.516663792938876619e-03,4.339278195372939934e-02
5.646947026648804942e-03,1.481264898480073909e-03,2.176421673806280821e-02,2.930072028406291895e-04,1.152615746251295495e-04,1.755011938625348025e-04,1.615205090478405133e-04,1.105076997240930781e-02,3.606020414452290341e-03,4.940949580731189561e-02
6.105422095492448256e-03,1.541906228746954544e-03,1.542408022875259646e-02,2.739124341474011510e-04,1.494834683825379737e-04,2.853518341825790096e-05,4.287983387631927329e-05,1.086418653355145612e-02,3.642322399863807351e-03,4.352087792510589415e-02
4.941679667271681523e-03,1.570389422435923424e-03,1.245293703997996364e-03,2.510873278600682401e-04,1.777379931976381965e-04,1.077213265218538200e-04,1.667459668762173177e-04,9.966134140891614104e-03,3.624674842826141382e-03,3.132438806575179452e-02
3.589725690028492018e-03,1.435159247596082396e-03,1.349387892414376580e-02,2.249206179423843364e-04,1.996514285915554376e-04,2.309105893559817383e-04,2.294893335818964648e-04,5.068124907115238199e-03,3.555307531593111282e-03,2.155629303800267460e-02
3.257730885537383787e-03,1.314487843439008340e-03,2.443959361952702941e-02,1.958687349970171087e-04,2.150045000790914214e-04,3.390822341475720897e-04,8.015947503312300195e-05,3.034639185634030716e-03,3.438283087502432261e-03,1.506728547214449682e-02
2.603736930701954898e-03,1.500072085131464025e-03,3.212955704620142766e-02,1.644436975226381300e-04,2.237676212733977861e-04,4.307435828624848724e-04,3.482476725909288627e-05,7.125827658161328765e-03,3.274412215454490602e-03,6.683776250765376126e-03
4.424592938456548669e-04,1.620769993491768873e-03,3.949184507581982723e-02,1.311995383251427112e-04,2.261022710470018710e-04,5.048984900318273343e-04,7.220935899691938999e-05,7.658361025415154170e-04,3.063697775244603530e-03,5.367955995791200141e-03
5.219463281876112436e-03,1.025358066164301987e-03,4.351559585383724810e-02,9.671762757408918821e-05,2.223387516782156410e-04,5.610736563492234926e-04,1.394596077095362112e-04,1.243385747889980304e-02,2.815994428756311754e-03,1.840143247048359187e-02
8.686594600809355998e-03,5.476978929185787959e-04,3.552323379561832251e-02,6.159128517287890950e-05,2.129694204265640057e-04,5.993316726028487815e-04,2.514402115666055076e-04,2.095139033864998682e-02,2.545729070078443096e-03,3.129027084292870797e-02
8.702476417935143746e-03,2.213141754228661797e-03,1.588594344772542230e-02,2.641009596710239111e-05,1.986545037726394750e-04,6.202703755260382396e-04,3.510372807813594330e-04,1.846125262419200802e-02,2.248593202066329500e-03,4.451664859323023471e-02
5.565860084539056042e-03,5.781710541490971654e-03,1.563472423532940052e-03,8.255648750198488000e-06,1.802010879686038417e-04,6.250084346926421553e-04,4.235006286215815948e-04,1.037700952740748528e-02,1.911748219887491034e-03,5.530318927829918491e-02
1.043976912730601881e-03,7.709795243715185376e-03,7.282856031662468532e-03,4.186996127542345973e-05,1.585133532305271764e-04,6.151574311949190368e-04,4.879808600135258348e-04,4.778241227798630565e-03,1.563360953301623588e-03,5.872881065053940641e-02
3.152537427214211884e-03,5.667373700165806265e-03,5.868937008472946588e-03,7.394520945667616284e-05,1.345786717451159646e-04,5.927810260773787700e-04,5.441679271241132900e-04,1.723267337673756259e-03,1.251560681858935285e-03,5.376685085393758529e-02
6.363103315144693489e-03,1.914752030579184401e-03,2.160451887322378632e-03,1.040548244787833720e-04,1.095001843810708821e-04,5.603421409825455396e-04,5.767990747288882433e-04,3.958382376992232443e-03,9.375332079082306135e-04,4.482703506570803048e-02
8.781052289896371793e-03,9.167585696993036759e-06,6.440205942782192654e-03,1.318443122870880009e-04,8.444944589789991983e-05,5.206393770983534525e-04,5.807570115708084353e-04,1.319269292121013487e-02,5.371000144146102296e-04,3.777026012866911003e-02
1.043485749060440657e-02,3.652604168770233624e-04,1.737864525643219651e-02,1.570402599318534672e-04,6.051355339218195432e-05,4.767341736366547842e-04,5.573087881997548787e-04,2.184512263065178581e-02,1.496980266987804500e-04,3.591754748741626813e-02
1.107445810405977525e-02,1.005031044871742803e-03,1.963489373562691404e-02,1.794570800106655461e-04,3.870355202797319728e-05,4.318704467034222960e-04,5.027061374602109734e-04,2.689280036234597757e-02,2.470061517565279980e-05,3.863472191512216242e-02
1.097684467432457310e-02,7.156996356920182099e-04,1.000898950028294293e-02,1.990012953968573123e-04,2.018853310636107865e-05,3.893886474066825774e-04,4.145218049334168471e-04,2.764959059718243017e-02,1.800285641513948076e-04,4.280802771499866294e-02
